test	num_na	corr_pearson	corr_spearman	sim	rep	rd
SLR_effects	0	0.8734622174377848	0.7332871346125601	sim1	rep3	rd3
ENRICH2_effects	0	0.804994408844425	0.695097940014888	sim1	rep3	rd3
EDGER_effects	0	0.8642856533899601	0.7228309245527816	sim1	rep3	rd3
LIMMA_effects	0	0.8724906032184231	0.7329732644107079	sim1	rep3	rd3
ROSACE_effects	0	0.8617660838073758	0.7164473139725043	sim10	rep3	rd3
SLR_effects	0	0.8704678834467762	0.7165065716476545	sim10	rep3	rd3
ENRICH2_effects	0	0.8042244766631904	0.6802808933723467	sim10	rep3	rd3
EDGER_effects	0	0.8669530174445738	0.7086513889147682	sim10	rep3	rd3
LIMMA_effects	0	0.8706315044626557	0.7163277726737843	sim10	rep3	rd3
ROSACE_effects	0	0.8642327653813449	0.731943524635597	sim2	rep3	rd3
SLR_effects	0	0.875901323164825	0.734376014399867	sim2	rep3	rd3
ENRICH2_effects	0	0.8062800038862121	0.6902225157535709	sim2	rep3	rd3
EDGER_effects	0	0.8716730478073886	0.725533196059488	sim2	rep3	rd3
LIMMA_effects	0	0.877741375126067	0.7343533013171667	sim2	rep3	rd3
ROSACE_effects	0	0.8765793258532968	0.7404866892015176	sim3	rep3	rd3
SLR_effects	0	0.8800857372958403	0.7406637675927149	sim3	rep3	rd3
ENRICH2_effects	0	0.8118471963623471	0.6993433174616958	sim3	rep3	rd3
EDGER_effects	0	0.8718504223494972	0.7291542790676931	sim3	rep3	rd3
LIMMA_effects	0	0.8802100258633521	0.7406963243203598	sim3	rep3	rd3
ROSACE_effects	0	0.8681900488636958	0.7274574618647905	sim4	rep3	rd3
SLR_effects	0	0.875454122987746	0.730098895966339	sim4	rep3	rd3
ENRICH2_effects	0	0.8113031081593871	0.6961064252881708	sim4	rep3	rd3
EDGER_effects	0	0.8711189626603235	0.7221761214315304	sim4	rep3	rd3
LIMMA_effects	0	0.8758411607620575	0.7301386553734001	sim4	rep3	rd3
ROSACE_effects	0	0.8741861093208091	0.7434196970112136	sim5	rep3	rd3
SLR_effects	0	0.88052250290621	0.7452456741785158	sim5	rep3	rd3
ENRICH2_effects	0	0.8085374692876044	0.6985946426204535	sim5	rep3	rd3
EDGER_effects	0	0.8723644774521128	0.733741830343556	sim5	rep3	rd3
LIMMA_effects	0	0.8815343952628218	0.7451884375884948	sim5	rep3	rd3
ROSACE_effects	0	0.8715143497944677	0.730650715995203	sim6	rep3	rd3
SLR_effects	0	0.879246719040648	0.7316041422092259	sim6	rep3	rd3
ENRICH2_effects	0	0.8125440245709952	0.6949615208318198	sim6	rep3	rd3
EDGER_effects	0	0.875756109180267	0.7254248800711235	sim6	rep3	rd3
LIMMA_effects	0	0.8816502274916799	0.7317979403322278	sim6	rep3	rd3
ROSACE_effects	0	0.8781168308391041	0.7443182571445274	sim7	rep3	rd3
SLR_effects	0	0.8852987438851591	0.7452413753057205	sim7	rep3	rd3
ENRICH2_effects	0	0.8174888483423398	0.7037054499604619	sim7	rep3	rd3
EDGER_effects	0	0.8753620721872394	0.736641692328407	sim7	rep3	rd3
LIMMA_effects	0	0.886002210717548	0.7454589043935048	sim7	rep3	rd3
ROSACE_effects	0	0.8754712493239529	0.7490413424714153	sim8	rep3	rd3
SLR_effects	0	0.8821722794663023	0.7501204996682597	sim8	rep3	rd3
ENRICH2_effects	0	0.8129935796356247	0.7092329889627241	sim8	rep3	rd3
EDGER_effects	0	0.8736447583625445	0.7432978998217414	sim8	rep3	rd3
LIMMA_effects	0	0.882183769190034	0.7502379021837909	sim8	rep3	rd3
ROSACE_effects	0	0.8701426669338008	0.7301149434991117	sim9	rep3	rd3
SLR_effects	0	0.8763495834910292	0.7308205576538198	sim9	rep3	rd3
ENRICH2_effects	0	0.8161795110955768	0.696613793255101	sim9	rep3	rd3
EDGER_effects	0	0.8730054076258048	0.7219557592330107	sim9	rep3	rd3
LIMMA_effects	0	0.8787667575172377	0.7309824148088597	sim9	rep3	rd3
